name,room_type,price,minimum_nights,number_of_reviews
The Brooklyn Waverly,Entire home/apt,650,5,0
ENTIRE APT SLEEP 4,Entire home/apt,150,2,238
MAISON DES SIRENES 2,Entire home/apt,120,2,102
Modern  Safe  Clean  Bright Room in Astoria for 2,Private room,76,1,51
LARGE 1BR (CONV 2BR) CROWN HEIGHTS,Entire home/apt,100,90,0
The Vernon On Greene,Entire home/apt,127,2,400
Beautiful  Bright’s  Warm & Spacious 1.5BR Apt,Entire home/apt,125,6,112
Lovely 1BR in Tree-lined WBurg,Entire home/apt,140,7,13
Spacious Loft in Clinton Hill,Entire home/apt,200,5,5
The Brooklyn Waverly  One Bedroom,Private room,171,4,13
Groovy NYC Chelsea Pad,Entire home/apt,130,30,19
Sunny Bklyn Jewel  Fort Greene DEC  - FEB 2020,Entire home/apt,123,30,18
Your Cozy Home - Center of New York,Entire home/apt,135,6,28
MANHATTAN Cozy  Neat  Nice  Bright ROOM,Private room,49,30,151
Bienvenue,Private room,50,1,47
Large Brand New Park Slope 1BR,Entire home/apt,130,20,102
Greenwich Village Brownstone -- Huge Private Deck,Entire home/apt,196,30,32
Colorful Artistic Williamsburg Apt,Entire home/apt,120,2,37
UWS Brownstone Near Central Park,Entire home/apt,212,21,45
2 BR w/ Terrace @ Box House Hotel,Private room,599,3,9
The Ocean Palace #2,Private room,70,2,16
Private 1-Bedroom Apt in Townhouse,Entire home/apt,68,30,18
Holiday special near Columbia Univ!,Private room,80,4,150
Bright Room With A Great River View,Private room,68,5,417
Tree lined block modern apartment,Entire home/apt,125,6,97
Sweet Historic Greenpoint Duplex,Entire home/apt,175,3,274
Riverside Charm with Fire Place,Entire home/apt,120,30,59
Central Nomad/Chelsea Loft Studio - metro dnstairs,Entire home/apt,110,14,60
Sunny 3BR Apt Ideal for Family,Entire home/apt,165,7,3
Cozy Private Room in West Harlem!,Private room,90,1,1
UES Quiet & Spacious 1 bdrm for 4,Entire home/apt,225,2,58
ALL ABOUT A VERY COMFORTABLE ROOM..,Private room,95,2,177
Rm in Beautiful Luxury Apt. Bldg,Private room,90,1,0
Brooklyn- Crown Heights Garden Apt.,Private room,55,2,270
Large Park Slope Townhouse Duplex,Entire home/apt,259,30,34
Work from Home - 2 Bedroom Soho / LES Apt,Entire home/apt,99,1,77
Sun-Drenched Hamilton Hts Jewel,Private room,65,14,37
1 BDRM Apt-Weekend Sublease,Entire home/apt,60,4,32
Beautiful Harlem Private Garden Apartment,Entire home/apt,93,21,171
Conveniently Located  Sunny Brooklyn Heights!,Entire home/apt,146,7,99
Style in Stuyvesant Heights,Entire home/apt,110,4,85
Spacious East Village apt near it all,Private room,85,2,0
Spacious Brooklyn Loft - 2 Bedroom,Entire home/apt,250,2,55
Park Slope Apt:  Spacious 2 bedroom,Entire home/apt,165,2,23
NYC Studio for Rent in Townhouse,Entire home/apt,89,2,168
Authentic New York City Living,Private room,99,2,41
☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,Entire home/apt,349,2,410
Gorgeous Upper West Side Apartment,Private room,85,1,3
