name,room_type,price,minimum_nights,number_of_reviews
Clinton / Division -the best of SE!,Entire home/apt,95,2,125
*Contactless Entry* Custom Studio w/AC   Alberta,Private room,71,1,743
Heart of Southeast - Spacious 2 bedroom Craftsman,Entire home/apt,147,2,322
Modern Reed College Apartment,Entire home/apt,134,2,7
Convenient  Comfortable and Private,Private room,52,2,244
Family Home  Walk to Everything (30+ day rentals),Entire home/apt,220,30,0
Charm of NW 23rd,Entire home/apt,95,3,240
★ Pop Art PDX - Private Hot Tub  King Beds  Games and more!,Entire home/apt,299,2,140
Contemporary Portland Studio,Entire home/apt,88,2,106
*Division St Retreat #2* Walk/Dine/Drink w/Hot Tub,Entire home/apt,88,2,119
Live like a local in Laurelhurst 2 b/r  Cozy F/P,Entire home/apt,103,2,331
Steps from Alberta Street! - Blue Dream Room,Hotel room,79,1,102
Soothing Studio Among the Trees (1),Entire home/apt,70,30,78
Giesy Loft - Historic NW 23rd Alphabet District,Private room,149,30,66
Portland Belmont House—Main Floor,Entire home/apt,124,1,121
Portland Belmont House—Eco Studio,Entire home/apt,95,1,142
Crash here! Comfortable & Welcoming,Private room,58,30,11
Near Downtown Private Bath Suite/ Mississippi Ave,Private room,95,3,484
**NEW HOT TUB** Gorgeous  Alberta Arts Cottage,Entire home/apt,157,2,134
Thoughtfully Detailed & Appointed ADU Suite,Entire home/apt,89,2,169
Private Studio  Lofted Bed  Soaking Tub & Patio,Entire home/apt,75,1,241
Bright  Spacious  Private bath & Free Parking!,Private room,59,1,384
Zen Modern in Historic N Miss. area/ Sanitized!!,Entire home/apt,278,3,36
Private Room w Private Bath in Art-filled Home,Private room,82,2,57
Mid-Century Urban Oasis with Private Bathroom,Private room,58,3,118
Mt Tabor  Lincoln Suites ~ Private and comfortable,Entire home/apt,250,1,187
Cozy Room in Vintage Belmont Home,Private room,70,2,69
Bright Hawthorne Cottage Available,Entire home/apt,130,2,114
SE Apt in Posh Neighborhood- EZ Access to Downtown,Entire home/apt,79,4,118
Great Views / Restaurants / Max,Entire home/apt,59,2,164
Portland Perfection,Entire home/apt,119,3,50
Bright  Comfortable  Eclectic Room Near OHSU,Private room,94,1,58
The Hawthorne Speakeasy,Entire home/apt,145,1,217
Bright & Cozy Overlook Loft near MAX Light Rail,Entire home/apt,80,7,182
2BD Garden Apartment in Hawthorne,Entire home/apt,126,1,353
Multnomah Village Studio,Entire home/apt,68,2,171
Modern Garden Studio Self Check & Private Entrance,Entire home/apt,71,2,467
Bright House w/2 baths In Up & Coming Kenton Dict.,Entire home/apt,153,2,34
Cute Cottage in SE Clinton area!,Entire home/apt,67,2,399
Cozy Apt in Historic Landmark,Entire home/apt,61,1,101
Mad Court House - Private Apartment,Entire home/apt,120,2,81
Modern 5 Bedrooms with 9 Real Beds!,Entire home/apt,599,2,36
Organic ECOasis,Private room,70,2,182
Lovely 1910 Laurelhurst Craftsman Home,Entire home/apt,300,30,125
Upstairs BR in Vintage Belmont Home,Private room,79,2,71
Historic Hafner Haus  British Style Bed+Breakfast,Private room,45,1,28
Fenix House,Entire home/apt,350,3,22
Moving to Portland Central,Entire home/apt,69,2,85
St. Johns Farmhouse,Private room,40,2,94
Suite dreams  spacious light filled haven in town!,Entire home/apt,75,2,415
SE MidCentury Artist Retreat,Entire home/apt,115,30,98
Serene Alberta Arts Garden Casita.,Entire home/apt,95,2,143
Cozy backyard cottage in inner NE,Entire home/apt,70,3,336
British style Bed & Breakfast-Historic Hafner Haus,Private room,44,2,48
Belmont Dairy - Portlandia Central,Private room,99,2,14
Central Historic Irvington Suite,Entire home/apt,69,2,440
Private Room & Private Bath - contact-free checkin,Private room,64,1,338
The perfect spot!,Entire home/apt,70,30,2
Asian inspired spacious studio cottage,Entire home/apt,105,3,52
Charming spacious Concordia Apt,Entire home/apt,155,3,146
Charming quiet bohemian urban getaway!,Entire home/apt,89,2,204
Spacious Sunny Apartment,Entire home/apt,102,2,26
Alberta Arts Hub for Execs & Nomads *Pet-Friendly*,Entire home/apt,275,30,62
Small house in a killer walkable part of town!,Entire home/apt,105,2,200
Terry Street Retreat - Studio w/ Kitchen near MAX,Entire home/apt,84,2,139
Exquisite Historic Suite- uptown,Private room,135,1,279
