name,room_type,price,minimum_nights,number_of_reviews
Private Space in Center of Boystown,Entire home/apt,132,3,32
Casa Corazón (N) near Rush / UIC,Private room,70,2,85
Cutest Wicker Park 1-BDRM - Mid & Long-term Stays!,Entire home/apt,99,30,313
Private Living Room w/ King Bed & AC!,Private room,65,2,16
Beach  Loyola  Sunshine + Cuddly Pups!,Private room,38,2,202
Hip & Modern Chicago/ Wicker Park 2 BDRM!!,Entire home/apt,135,30,259
Great Room in Logan Square,Private room,50,1,310
Stunning Chicago Loft Near Wrigley Field,Entire home/apt,137,2,346
Near Lake Michigan & Wrigley Field,Private room,81,1,73
Spectacular Lincoln Park Garden Apt,Entire home/apt,125,2,281
"Incredible Lake Views!
Steps from Navy Pier & MP",Entire home/apt,383,3,128
Private Room  Mid City  Vintage  Comfortable,Private room,86,2,84
Chicago Loop one bedroom/one bathroom Apartment,Entire home/apt,92,3,1
Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,Private room,70,1,293
Historic house in hip Logan Square,Entire home/apt,209,2,32
The Stained Glass Apt. Edgewater #2,Private room,60,2,59
Historical beauty minutes from the Lake and DT,Entire home/apt,106,2,135
2BD in Lincoln Square Neighborhood,Entire home/apt,150,3,78
Unique and Chic 2,Private room,118,28,11
Sunny Logan Square Nook,Entire home/apt,61,1,18
Garden Apartment Bronzeville,Private room,115,28,11
Spacious Retro Basement,Entire home/apt,45,1,40
01a. Full bed in Coed Space - 3 mi from NWU,Shared room,21,1,96
Sun-drenched Gold Coast Flat,Entire home/apt,219,2,88
Private bed/bath in beautiful home,Private room,75,3,30
Upstairs Sunny Room in Historic Pilsen Home,Private room,50,25,10
Cozy  Bright Basement Guest Suite,Private room,36,30,13
Comfy 3BD/1BA  garage spot included,Entire home/apt,199,2,55
Clean  Sunny and Amazing Location!,Entire home/apt,110,1,67
Near The Loop and McCormick Place,Entire home/apt,100,1,86
Private bedroom near the loop and McCormick Place,Private room,40,2,4
2 Bedrooms are perfect for groups up to 3 guests,Private room,90,1,116
UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),Private room,75,1,73
7 Beds 2 floor Apt : NO Parties,Entire home/apt,199,2,250
Old Town Entire Condo! Be in the middle of it all,Entire home/apt,121,2,78
#42- loyola U  Northwest U. Beach,Entire home/apt,80,2,67
#53-Private double-English  Spanish  Polish German,Private room,39,2,37
Spacious two bedroom with patio!,Entire home/apt,90,7,153
Gorgeous 2 Bedroom Condo Near Lake,Entire home/apt,162,2,45
Bucktown - Private Room,Private room,75,1,170
Cozy Logan Square Studio 2 Blocks to Logan Sq CTA,Entire home/apt,81,3,190
Modern  Spacious Lakeview Loft,Entire home/apt,200,2,19
Home in Vibrant Logan Square,Private room,51,2,62
A Cozy Room for Two in Vibrant Logan Square,Private room,51,2,48
My Artsy flat,Entire home/apt,150,3,40
Getaway in East Lakeview/Boystown!,Entire home/apt,105,3,65
Large room in Art Gallery ((:,Private room,85,1,34
2BD Suite @ The Guesthouse Hotel,Hotel room,265,2,57
Coach house Wicker Park- Bucktown,Entire home/apt,125,2,86
3BD Suite with Fireplace @ The Guesthouse Hotel,Entire home/apt,430,2,22
1BD Suite @ The Guesthouse Hotel,Private room,228,3,29
Private bedroom in Lincoln Park,Private room,105,2,252
Simple room  close to trains!,Private room,30,2,177
River Bungalow in Ravenswood Manor,Entire home/apt,105,5,9
Charming Row House Historic Pullman,Private room,50,2,7
Top-Floor Vintage Rogers Park by EL,Private room,48,3,47
3BD  2BA Hotel Suite -Fireplace,Entire home/apt,999,2,36
Unwind in Style Steps from the Magnificent Mile,Entire home/apt,250,2,238
Rent aBR in a Modern decored Condo!,Private room,72,2,97
Entire Floor of a Modern Duplex,Private room,69,2,178
Rooftop deck  spacious  comfortable,Entire home/apt,150,30,4
Room with large private balcony,Private room,42,2,91
Private room+bath in Wicker Park,Private room,45,2,173
iKlektik House // Night Owl,Entire home/apt,65,28,127
iKlektik House // Robin,Entire home/apt,78,2,319
Lights! Camera! Action! Cool Space!,Entire home/apt,214,1,71
Modern/Spacious 2BR/2BA West Town,Entire home/apt,150,3,143
The Flower Power Room,Private room,25,2,155
Fresh and Sunny Bed & Bath by UofC,Private room,69,28,174
Big comfortable room in Art Gallery,Private room,65,1,48
Inspiring room in Art Gallery,Private room,89,1,43
Luxury  2 Bedroom  2 Bath Private,Entire home/apt,104,2,129
3 BR condo with great views  free WIFI and parking,Entire home/apt,103,2,66
In Hip Ukrainian Village/ Wicker pk,Entire home/apt,99,1,58
Modern 1BR/2BA Logan Square Condo,Entire home/apt,145,2,114
Lush Bed 💕 Safe Central Hyde Park  Walkable to UC,Private room,39,31,165
Private bedroom & bathroom in duplex,Private room,40,2,23
1 or 2 bdrm Apar+ in Our South Shore Bungalow home,Private room,45,3,100
Private Room in Avondale!,Private room,32,2,45
The Rectory,Entire home/apt,145,2,119
The Chapel: Great family spot,Entire home/apt,161,2,134
Spacious 2BR conenviently located,Entire home/apt,103,3,67
Orange Room for 1 or 2 guest @ SouthShore Bungalow,Private room,26,5,54
Yellow room+ for 1-4 guests @ South Shore bungalow,Private room,25,3,30
Purple palace in West Town!,Private room,80,4,55
❤️ Cozy studio ❤️ only 1/2 block from Wrigley :),Entire home/apt,1576,30,55
Historic Logan Square Home w/ 3 Ensuite Bathrooms!,Entire home/apt,315,2,38
Wicker Park Urban Oasis,Private room,115,2,57
Vintage Uptown Loft with Queen Bed & Private Bath,Private room,73,3,133
Luxury bedroom on Michigan Ave with garage parking,Private room,120,1,26
Lincoln Park Townhome (LP12) MONTHLY,Entire home/apt,185,7,10
Huge 5BR 2BA Chicago Condo,Entire home/apt,146,1,201
St. Ruby's Flats C - Easy Access to Loop (20 min),Private room,59,15,18
2BR/2BA big balcony 46FLR Lake View,Entire home/apt,200,60,6
Saint Ruby's Flats A - 20 minutes to  Loop by El,Private room,48,15,16
Saint Ruby's Flats B Easy Loop Access by El,Private room,62,14,11
Winchester Private Studio Apartment,Entire home/apt,79,2,101
Business Travelers  Long Stays  Highly Rated,Entire home/apt,165,7,54
Goose & Fox Hostel Lincoln Park,Private room,50,1,163
McCormick Place  Downtown Chicago  Museums  & more,Private room,124,2,25
Great Place Garfield Park 3 Bedroom,Entire home/apt,41,1,332
Wrigleyville/Lakeview Luxury Condo,Entire home/apt,1232,3,0
Funky & Cozy Designer Apt/ 4 stops from Downtown,Entire home/apt,59,3,111
Lights!Camera!Action!Cool! Take 2,Entire home/apt,214,1,32
Private bedroom/bath/entry in Lakeview,Private room,89,2,207
EPIC LOCATION BY HANCOCK TOWER 2 BEDROOM,Entire home/apt,120,31,5
Luxurious 2br 2ba Condo RIVER WEST,Entire home/apt,185,90,0
Coolest Wicker Park 2-Bed - Extended Stays!,Entire home/apt,88,14,210
Sidh  Arya,Private room,30,1,53
Private room in Art Gallery ((:,Private room,88,1,21
