name,room_type,price,minimum_nights,number_of_reviews
Large Dining Room  Open Floor Plan,Entire home/apt,299,30,128
Guest house off of S. Congress,Entire home/apt,70,30,25
Luxury urban loft downtown Austin,Entire home/apt,200,90,0
Gorgeous Modern Home in Zilker,Entire home/apt,900,7,7
Large Downtown Area Home  Sleeps 10,Entire home/apt,608,2,131
SXSW Central Austin Home,Entire home/apt,1999,3,1
F1 FANS  S. Austin  6 mi to capital,Private room,106,1,0
The Coffey Grounds:No cleaning fee or extra taxes!,Entire home/apt,240,1,135
S. Austin Home,Private room,100,1,7
Lovely Bungalow Central/East Austin,Entire home/apt,350,3,1
Private Bedroom/Bathroom SE Austin,Private room,265,1,2
Modern Multi-Level w. Pool and Spa,Entire home/apt,1385,2,13
Huge house 15mins walk to Downtown,Entire home/apt,795,2,59
♥ of Downtown w/free parking! Sleep 6 in 4 beds! ♥,Entire home/apt,190,180,162
Atomic Ranch in Nucleus of S Austin,Entire home/apt,145,30,355
Bouldin Cottage,Entire home/apt,386,2,62
Private room in 3 BR condo Austin  TX,Private room,125,1,0
2 Story 2 Bdr. House w/ Solarium,Entire home/apt,250,1,1
Fantastic SOCO Studio,Entire home/apt,94,2,117
UNIQUE Downtown/ Prime Location/CLEAN,Entire home/apt,260,1,7
Cozy Bright Hyde Park Guest House,Entire home/apt,102,5,51
Sprawling Home with Pool and Hot Tub near Downtown Austin,Entire home/apt,1707,3,60
Walk to UT  downtown! Cozy bed/bath,Private room,60,2,175
Wow! 5 BRs  Near Lakes  The Domain  Deck  Grill,Entire home/apt,220,3,34
One room for Rent-  SXSW!  2.5 miles to Downtown!,Private room,185,3,10
Cute  cozy room in Barton Hills,Private room,60,1,0
deco chic 2/1 cottage - zilker/sola,Entire home/apt,151,2,177
Prime east-side location,Entire home/apt,150,2,76
Austin Downtown Urban Oasis - 2 br 1 1/2 bath,Entire home/apt,100,30,5
Beautiful Allandale Flat,Entire home/apt,85,30,4
Cozy East Side cottage,Entire home/apt,375,2,6
SXSW Haven: Bungalow in the Heart of East Austin,Entire home/apt,500,2,3
Harmony House (1 room w/ 2 beds) Central Austin,Private room,98,30,168
Urban Homestead  5 minutes to downtown,Private room,48,2,312
Modern Apt in excellent SOCO location!,Entire home/apt,149,2,15
Comfy Tarrytown Home - Close to Downtown,Entire home/apt,250,30,1
Modern Crash Pad on Holly St.,Entire home/apt,121,2,168
Zilker Family Home With Big Backyard and Patio,Entire home/apt,1800,3,3
Lovely 3/2 House in Barton Hills,Entire home/apt,495,2,6
Modern S. Austin Garage Apartment,Entire home/apt,103,2,145
Gorgeous Garden St. House near Downtown- Remodeled,Entire home/apt,348,2,46
Tucked Away SoCo Treehouse - 78704,Entire home/apt,44,30,49
East Austin House SXSW,Entire home/apt,600,3,6
SXSW House Rental- East Central,Entire home/apt,775,5,0
Rare Wild West-style compound nr DT,Entire home/apt,671,1,191
Charming East Austin Gem! ~ 3 bedrooms  5 beds,Entire home/apt,85,10,184
Big House in SoCo - Perfect for SXSW  ACL  F1!,Entire home/apt,495,3,9
5 minutes from everything Austin... -Super comfy,Entire home/apt,116,2,39
SXSW Chic cozy pad,Private room,375,1,0
Zilker House Comfortable Walkable 1930s Home,Entire home/apt,117,3,327
Eastside Zenpalace,Entire home/apt,300,2,11
SXSW Duplex minutes to Downtown!,Entire home/apt,350,5,0
2br E Austin home in heart of SXSW!,Entire home/apt,425,3,2
Beautiful mid-century modern home in Wooten park,Entire home/apt,60,2,77
The Railyard Oasis Located Downtown,Entire home/apt,137,2,220
Heart of Austin /Downtown SOLA  3/1,Entire home/apt,108,2,238
*Reduced Price* SXSW Near Downtown,Entire home/apt,480,2,0
New Resort Style Pool  Gym  Wifi !,Private room,164,1,0
Nice SXSW Rental Starting 3/8/13,Private room,225,5,0
SXSW Housing!,Entire home/apt,400,1,0
Luxury Hill Country Condo Awaits...,Private room,5021,3,2
The LakeHouse on Lake Austin,Entire home/apt,800,5,57
Remodeled Mid-Century DownTown Gem,Entire home/apt,855,3,4
SXSW CLOSE TO DOWNTOWN!!!,Entire home/apt,800,5,0
Luxury Condo  City Skyline  SXSW,Entire home/apt,250,4,21
Cozy Artist Condo in the Heart of South Lamar,Private room,77,2,8
Quiet and Convenient for SXSW,Entire home/apt,300,2,6
Central Austin Luxury Guest House,Entire home/apt,229,2,49
Chic Hyde Park Casita,Entire home/apt,120,2,107
Big bright room in Old West Austin/Clarksville,Private room,148,2,3
Near Apple  Dell  ebay w/breakfast,Private room,74,2,41
EZ Camping = SxSAustin3,Entire home/apt,15,2,14
Cozy 3/2.5 with King  Queen  Twin  W/D  Garage,Entire home/apt,155,28,88
ARTISTS HOME!! SXSW Close to airport  F1  Downtown,Entire home/apt,180,3,20
Austin Sky Suite - Downtown Luxury,Entire home/apt,118,180,0
1300 sq ft Villa near Downtown,Entire home/apt,500,4,0
Clarksville Guest House - Downtown,Entire home/apt,500,1,7
Enjoy SXSW and ACL in quiet comfort,Entire home/apt,225,3,1
Sanitized UT Downtown Pristine Condo w/VIEWS,Entire home/apt,90,7,179
Downtwn: Convention Ctr  SXSW  Free Parking,Entire home/apt,200,1,425
Feels Like Home,Entire home/apt,700,4,0
Close to Downtown for ACL  F1 or SX,Entire home/apt,900,5,0
EZ Camping is in SxSAustin!5,Entire home/apt,15,2,68
Artist’s Retreat in Hip East Austin w/Hot Tub!,Entire home/apt,220,3,20
Upper East Side SXSW Retreat,Entire home/apt,399,5,0
East DT Austin home for SXSW!!,Private room,250,3,0
Downtown 2 Bedroom Townhouse,Entire home/apt,120,21,8
♥of Downtown w/free parking! Sleeps 10 in 7 beds!♥,Entire home/apt,262,180,162
Vintage Airstream in East Austin  Texas,Entire home/apt,71,1,825
Downtown Austin Texas Condo,Entire home/apt,76,1,745
Bright E 6th St Downtown Loft,Entire home/apt,114,1,78
Tiny House- Best central location!,Entire home/apt,138,2,202
Birchwood Beauty in SxSAustin,Entire home/apt,200,3,0
Downtown Spacious Private Backyard Remodeled,Entire home/apt,355,2,125
Greenbelt Haven,Entire home/apt,1000,4,8
Entire 2nd Floor of Home for 4 ppl,Private room,350,1,0
Artist’s  East Side Studio,Entire home/apt,88,28,216
East Austin Upstairs  3 BR Near Downtown/Lake,Entire home/apt,225,2,162
Modern  Spacious Zilker apartment,Entire home/apt,150,3,156
Beautiful 5 room hardwood home!,Entire home/apt,335,2,158
Sunny Room in Central East Austin,Private room,49,2,9
Historical Loft with Capitol View!!,Entire home/apt,160,1,399
Exp SW Austin w/ Privacy - Close to downtown,Private room,52,2,3
Walk to any venue  downtown Austin,Entire home/apt,295,3,0
East Austin  6BR near Downtown,Entire home/apt,2200,3,2
SOCO Cottage near downtown License # OL2018000335,Entire home/apt,254,2,30
Camp EZ in SxSAustin7,Entire home/apt,15,3,16
CampEZ in SxSAustin8,Entire home/apt,15,3,13
HOT East Downtown House - Walk SXSW & Rainey St,Entire home/apt,400,3,18
The Forest Retreat,Entire home/apt,158,3,35
Peaceful Creekside Retreat in Central ATX,Entire home/apt,60,30,146
Charming 3/2 in the Heart of Austin,Entire home/apt,116,30,6
Entire Guest Suite in SoCo w/ private entry,Entire home/apt,86,3,57
Private Studio in Modern Crash Pad,Entire home/apt,85,2,412
Hyde Park Treehouse Apartment,Entire home/apt,115,3,2
Private Bedroom for SXSW,Private room,200,1,1
Furnished Modern Home Soco SXSW,Private room,260,5,3
Spectacular secluded  wooded valley retreat,Entire home/apt,346,1,72
East Austin Lux Home! 4 Blks to E 6th St  Walkable,Entire home/apt,138,4,137
SXSW Hi-Rise Apartment!!!!,Private room,350,1,0
Chic Barton Creek Waterfront Estate,Entire home/apt,725,365,0
Historic Hyde Park Home -  ACL Fest,Private room,480,2,0
♥ of Downtown/Free Parking/Sleep 10 in 5 beds!!!♥♥,Entire home/apt,232,180,109
Casa de Desai East Austin Private Bedroom,Private room,45,30,17
SoCo anyone? 2 miles south for SXSW,Entire home/apt,480,1,0
Modern Townhome  Heart of SoLa  Room A,Private room,117,2,164
Small  clean Casita in SxSAustin,Entire home/apt,49,2,5
Carbon Neutral Oasis in Austin,Private room,96,2,200
Fantastic Apartment - Right in the Heart of SoCo,Entire home/apt,116,3,269
Mid-Century Modern Revivalist Cottage,Entire home/apt,300,2,57
The Extra Room North Lamar,Private room,69,2,23
