name,room_type,price,minimum_nights,number_of_reviews
Hidden Gem - Lovely Summer Rental,Entire home/apt,55,30,7
 B Flat  Downtown! Private parking.,Entire home/apt,117,1,370
Spectacular Views Minutes from Downtown,Private room,91,2,106
World Spirit Guest Suite,Entire home/apt,69,2,184
CasaLina. Minutes away from downtown,Entire home/apt,115,30,17
NEW: Elegant Modern Suite & Short Walk to Downtown,Entire home/apt,119,2,307
3 Bedroom Beauty - Walk to Town!,Entire home/apt,90,60,13
Lavender room,Entire home/apt,51,1,350
Sunny West Asheville Retreat,Entire home/apt,89,2,159
4 Bdrm Rental Close To Downtown & With Tubes!,Entire home/apt,128,2,157
"*Suite Calm & Comfy Gem*
Near Biltmore  BRP & AVL",Entire home/apt,65,30,63
Convenient Cozy Cottage near West Asheville,Entire home/apt,75,30,4
Le Petit Bleu,Entire home/apt,160,2,129
A mountain escape with city comfort,Entire home/apt,153,2,92
A Peaceful Suite in the Trees  in Asheville,Private room,71,2,122
Classy  Comfy Quiet Crash Pad in Downtown Asheville,Entire home/apt,182,2,134
Master bedroom in the heart of West Asheville,Private room,54,1,104
 East  West Asheville Studio apt,Entire home/apt,134,2,252
5* BRICKHOUSE SUITE@UTOPIA ~ HOT-TUB ~ DWTN 2M,Private room,106,1,258
CozyCottageWalk2town  yoga3wkJAN/FEB BOOKDiscount,Private room,45,1,196
Dog-Friendly Home close to Downtown Asheville,Entire home/apt,148,1,270
Bear's Den in Historic Montford,Entire home/apt,130,2,143
 Hops   Skip and a Jump to Downtown and River Arts,Entire home/apt,364,4,191
Asheville Tiny House,Entire home/apt,93,2,194
Retro Vintage-West Asheville Urban Abode,Entire home/apt,135,2,200
Swensen Home,Private room,98,1,23
Cabin  Wood FirePlace  Hot Tub  Pool  Pet Friendly,Entire home/apt,226,2,113
Nanny's Place in the Great Smoky Mountains,Entire home/apt,120,2,295
City Serenity,Entire home/apt,95,2,153
Cozy Cottage in the Woods Near Biltmore,Entire home/apt,84,2,213
Sweet 5 Points Bungalow  Just a Walk to Downtown,Private room,89,1,38
Separate HVAC | CDC Clean | Walk Downtown,Entire home/apt,176,2,266
Amazing Views of Downtown and Mountains,Entire home/apt,199,4,85
DOWNTOWN! Seconds from it all!,Entire home/apt,111,1,252
1899 Carriage House Suite in a Victorian Part of Asheville,Entire home/apt,136,2,155
Modern Mountain Getaway,Entire home/apt,91,2,280
A Step Back in Time - 1901 Estate Guest Cottage,Entire home/apt,77,3,234
Downtown Inn Asheville  NC #1 King,Private room,116,1,72
Historic West Asheville Personal Retreat and Spa,Entire home/apt,199,2,146
Shenandoah Room,Private room,48,1,139
Farmhouse King - MNT Sunsets - HOT TUB -,Private room,97,2,5
D&D's Dog-friendly West Asheville AirBnb,Entire home/apt,113,1,192
ZenMtn Treehouse (Main Floor)NO cleaning fee!,Private room,88,1,58
Cabin-Wood Fireplace-Hot Tub-Pool,Entire home/apt,196,2,2
Shenandoah RV (tiny house?),Entire home/apt,80,1,80
A Secret Bungalow -Walkable to Downtown ,Entire home/apt,169,30,22
Historic Montford's Landmark Keyhole House  Suite Two,Entire home/apt,151,14,152
Monthly Staycation off Haywood.,Entire home/apt,104,30,201
Historic Montford's Landmark Keyhole House  Suite One,Entire home/apt,151,14,197
Quiet Haven Tiny House-Hottub-Pets- Asheville Mtns,Entire home/apt,99,2,98
5 Points Bungalow  Garden View/Walk to Downtown,Private room,84,1,48
5 Points Bungalow  Your Home in Asheville,Entire home/apt,293,30,0
Pet friendly craftsman in the heart of Asheville,Entire home/apt,121,28,23
Cozy and Quiet on Hemphill,Private room,50,2,85
City Sanctuary,Entire home/apt,140,2,49
Brand New Log Cabin...close to downtown Asheville!,Entire home/apt,270,2,17
Comfortable Home near to WNC Ag Center,Entire home/apt,170,3,48
Guests Love The Location  Best of Asheville At Our Doorstep,Entire home/apt,158,3,266
Holly Hill Apartment,Entire home/apt,90,3,4
Downtown hideaway! Walk everywhere!,Entire home/apt,125,2,135
Private apartment ~2 mi  from downtown Asheville,Entire home/apt,80,1,331
Apt Close to Everything in Asheville- $1600/mo!!,Entire home/apt,54,30,1
The Snook Nook ~ A Mountain Retreat In Asheville,Entire home/apt,82,2,208
Willow Haven  near Asheville,Entire home/apt,143,2,250
